Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1/1/00,6.1,0.22,0.48,7.9,3.15,185.73,6.62,14.62,18.67
2/1/00,6.21,0.23,0.48,7.99,3.15,186.83,6.77,14.44,18.7
3/1/00,6.26,0.23,0.48,7.99,3.14,188.34,6.99,14.44,18.78
4/1/00,6.34,0.24,0.48,7.99,3.14,190.74,7.22,14.44,18.94
5/1/00,6.04,0.25,0.48,7.8,3.13,186.15,7.63,14.79,18.4
6/1/00,5.86,0.26,0.48,7.71,3.13,182.83,7.96,14.98,17.99
7/1/00,5.86,0.26,0.48,7.8,3.13,180.6,8.09,14.79,17.69
8/1/00,5.94,0.27,0.48,7.71,3.12,185.33,8.42,14.98,18.07
9/1/00,5.8,0.28,0.48,7.8,3.12,178.75,8.55,14.79,17.34
10/1/00,6.01,0.28,0.48,7.71,3.11,187.51,8.89,14.98,18.1
11/1/00,6.48,0.29,0.48,7.71,3.11,202.18,9.13,14.98,19.42
12/1/00,6.87,0.3,0.48,7.61,3.1,217.02,9.48,15.16,20.74
1/1/01,7.07,0.3,0.48,7.71,3.1,220.58,9.41,15.03,20.98
2/1/01,7.25,0.3,0.48,7.61,3.11,229.03,9.58,15.27,21.68
3/1/01,7.51,0.3,0.48,7.61,3.11,237.24,9.63,15.32,22.35
4/1/01,8.14,0.31,0.49,7.52,3.12,260.4,9.81,15.57,24.41
5/1/01,7.73,0.31,0.49,7.52,3.13,247.28,9.86,15.62,23.06
6/1/01,8.5,0.31,0.49,7.52,3.13,271.91,9.92,15.68,25.24
7/1/01,7.93,0.31,0.49,7.61,3.14,250.51,9.85,15.53,23.14
8/1/01,8.04,0.31,0.49,7.71,3.15,250.85,9.77,15.39,23.08
9/1/01,8,0.32,0.49,7.8,3.15,246.56,9.71,15.26,22.59
10/1/01,7.91,0.32,0.5,7.8,3.16,243.78,9.76,15.31,22.25
11/1/01,8.08,0.32,0.5,7.9,3.17,246.02,9.69,15.17,22.38
12/1/01,7.95,0.32,0.5,7.99,3.17,239.18,9.63,15.04,21.68
1/1/02,8.12,0.32,0.51,7.9,3.18,247.24,9.77,15.55,22.34
2/1/02,8.19,0.32,0.52,7.9,3.19,249.37,9.8,15.88,22.46
3/1/02,8.2,0.32,0.53,7.9,3.2,249.67,9.82,16.21,22.41
4/1/02,8.48,0.32,0.54,7.99,3.21,255.13,9.73,16.35,22.82
5/1/02,8.46,0.32,0.55,8.09,3.22,251.53,9.64,16.48,22.43
6/1/02,8.41,0.33,0.56,8.18,3.23,247.14,9.55,16.6,21.96
7/1/02,8.6,0.33,0.58,8.18,3.24,252.72,9.57,16.92,22.39
8/1/02,8.83,0.33,0.59,8.09,3.25,262.53,9.71,17.44,23.17
9/1/02,8.85,0.33,0.6,8.18,3.26,260.07,9.62,17.56,22.86
10/1/02,8.57,0.33,0.61,8.75,3.27,235.41,9.02,16.71,20.6
11/1/02,8.24,0.33,0.62,8.47,3.28,233.98,9.35,17.58,20.41
12/1/02,8.05,0.33,0.63,8.56,3.29,226.04,9.27,17.69,19.63
1/1/03,8.46,0.33,0.62,8.66,3.3,234.95,9.21,17.27,20.32
2/1/03,8.41,0.33,0.61,8.66,3.31,233.56,9.26,17.03,20.11
3/1/03,8.08,0.34,0.6,8.37,3.32,232.04,9.62,17.37,19.88
4/1/03,7.75,0.34,0.6,8.37,3.33,222.56,9.67,17.14,18.98
5/1/03,7.6,0.34,0.59,8.18,3.33,223.33,9.94,17.29,18.95
6/1/03,7.18,0.34,0.58,8.18,3.34,210.99,9.99,17.04,17.82
7/1/03,6.85,0.34,0.57,8.18,3.35,201.29,10.04,16.8,16.92
8/1/03,6.63,0.34,0.56,8.18,3.36,194.83,10.09,16.55,16.3
9/1/03,6.47,0.34,0.56,8.28,3.37,187.94,10.02,16.12,15.65
10/1/03,6.26,0.35,0.55,8.18,3.37,183.96,10.19,16.07,15.25
11/1/03,6.28,0.35,0.54,8.09,3.38,186.72,10.36,16,15.41
12/1/03,6.57,0.35,0.53,8.09,3.39,195.34,10.41,15.76,16.04
1/1/04,6.68,0.35,0.53,8.28,3.4,194.04,10.07,15.3,15.86
2/1/04,6.5,0.34,0.52,8.47,3.41,184.57,9.75,14.86,15.02
3/1/04,6.48,0.34,0.52,8.37,3.41,186.09,9.76,14.93,15.08
4/1/04,6.64,0.34,0.52,8.28,3.42,192.88,9.78,15.01,15.57
5/1/04,6.5,0.33,0.51,8.09,3.43,193.26,9.91,15.26,15.53
6/1/04,6.51,0.33,0.51,8.09,3.43,193.55,9.81,15.16,15.47
7/1/04,6.78,0.33,0.51,8.09,3.44,201.58,9.71,15.07,16.04
8/1/04,7.01,0.32,0.5,8.18,3.45,206,9.5,14.79,16.3
9/1/04,7.32,0.32,0.5,8.28,3.45,212.63,9.3,14.52,16.74
10/1/04,7.75,0.32,0.5,8.28,3.46,225.12,9.2,14.43,17.63
11/1/04,8.17,0.31,0.49,8.47,3.47,231.99,8.9,14.01,18.08
12/1/04,8.25,0.31,0.49,8.47,3.47,234.26,8.8,13.91,18.16
1/1/05,8.43,0.31,0.51,8.47,3.48,239.37,8.85,14.34,18.46
2/1/05,8.8,0.31,0.52,8.47,3.48,249.88,8.9,14.77,19.17
3/1/05,9.05,0.32,0.54,8.37,3.47,259.9,9.05,15.36,19.83
4/1/05,8.94,0.32,0.55,8.37,3.47,256.74,9.09,15.79,19.48
5/1/05,8.5,0.32,0.56,8.28,3.46,246.91,9.25,16.41,18.63
6/1/05,8.6,0.32,0.58,8.28,3.46,249.81,9.3,16.85,18.74
7/1/05,8.87,0.32,0.59,8.28,3.46,257.66,9.34,17.28,19.21
8/1/05,9.2,0.32,0.61,8.37,3.45,264.21,9.28,17.52,19.57
9/1/05,9.23,0.33,0.63,8.28,3.45,268.11,9.44,18.16,19.74
10/1/05,9.36,0.33,0.64,8.28,3.44,271.89,9.49,18.59,19.9
11/1/05,9.31,0.33,0.66,8.37,3.44,267.36,9.43,18.81,19.44
12/1/05,9.54,0.33,0.67,8.47,3.43,270.89,9.37,19.03,19.58
1/1/06,9.87,0.34,0.68,8.47,3.43,280.26,9.54,19.24,20.13
2/1/06,9.8,0.34,0.69,8.47,3.45,278.28,9.7,19.45,19.87
3/1/06,9.56,0.35,0.69,8.47,3.47,271.46,9.87,19.66,19.26
4/1/06,9.43,0.35,0.7,8.47,3.49,267.77,10.03,19.88,18.88
5/1/06,9.18,0.36,0.71,8.56,3.51,257.77,10.09,19.87,18.05
6/1/06,9.3,0.36,0.71,8.56,3.53,261.14,10.25,20.08,18.17
7/1/06,9.06,0.37,0.72,8.28,3.55,263.18,10.77,20.99,18.2
8/1/06,9.73,0.38,0.73,8.47,3.57,276.29,10.7,20.73,18.97
9/1/06,10.03,0.38,0.74,8.56,3.59,281.64,10.74,20.71,19.2
10/1/06,9.73,0.39,0.74,8.75,3.61,267.28,10.67,20.46,18.1
11/1/06,9.93,0.39,0.75,8.85,3.63,269.84,10.71,20.45,18.14
12/1/06,9.84,0.4,0.76,8.94,3.65,264.55,10.75,20.43,17.66
1/1/07,9.56,0.4,0.75,8.85,3.67,259.79,10.96,20.43,17.22
2/1/07,9.26,0.41,0.74,9.04,3.69,246.33,10.82,19.77,16.22
3/1/07,8.35,0.41,0.73,8.94,3.7,224.49,11.02,19.76,14.69
4/1/07,8.39,0.41,0.73,8.94,3.72,225.57,11.11,19.54,14.67
5/1/07,8.1,0.42,0.72,9.13,3.74,213.23,10.97,18.91,13.79
6/1/07,7.84,0.42,0.71,9.23,3.75,204.26,10.94,18.5,13.14
7/1/07,8.14,0.42,0.7,9.23,3.77,212.08,11.03,18.28,13.59
8/1/07,7.53,0.43,0.69,9.23,3.79,196.18,11.12,18.06,12.51
9/1/07,7.45,0.43,0.69,9.23,3.8,194.1,11.2,17.85,12.33
10/1/07,6.64,0.43,0.68,9.32,3.82,171.23,11.17,17.45,10.83
11/1/07,6.25,0.44,0.67,8.94,3.84,168.03,11.74,17.97,10.59
12/1/07,6.57,0.44,0.66,8.75,3.85,180.47,12.09,18.13,11.33
1/1/08,6.85,0.44,0.65,8.66,3.87,190.23,12.13,18.14,11.9
2/1/08,6.6,0.43,0.65,8.56,3.86,185.33,12.17,18.16,11.55
3/1/08,6.87,0.43,0.64,8.56,3.85,192.91,12.07,17.97,11.98
4/1/08,7.24,0.43,0.63,8.66,3.84,201.06,11.85,17.59,12.45
5/1/08,7.63,0.42,0.63,8.66,3.83,211.9,11.76,17.4,13.08
6/1/08,7.64,0.42,0.62,8.66,3.82,212.17,11.66,17.22,13.05
7/1/08,7.92,0.42,0.61,8.75,3.81,217.56,11.45,16.85,13.35
8/1/08,8.26,0.41,0.61,8.75,3.81,226.9,11.35,16.67,13.88
9/1/08,8.17,0.41,0.6,8.75,3.8,224.43,11.26,16.48,13.7
10/1/08,8.27,0.41,0.59,8.85,3.79,224.73,11.05,16.12,13.69
11/1/08,8.83,0.4,0.59,8.94,3.78,237.4,10.84,15.77,14.44
12/1/08,9.03,0.4,0.58,9.04,3.77,240.22,10.64,15.43,14.58
1/1/09,9.06,0.4,0.59,8.94,3.76,243.58,10.84,16,14.76
2/1/09,8.8,0.41,0.61,9.04,3.77,234.1,10.82,16.23,14.17
3/1/09,8.92,0.41,0.63,9.04,3.78,237.29,10.91,16.63,14.34
4/1/09,9.32,0.41,0.64,9.23,3.8,242.82,10.77,16.67,14.65
5/1/09,9.63,0.42,0.66,9.32,3.81,248.34,10.75,16.89,14.95
6/1/09,9.8,0.42,0.67,9.42,3.82,250.17,10.72,17.1,15.04
7/1/09,9.94,0.42,0.69,9.42,3.83,253.74,10.81,17.49,15.23
8/1/09,10.18,0.43,0.7,9.51,3.85,257.27,10.78,17.69,15.42
9/1/09,10.19,0.43,0.71,9.61,3.86,254.97,10.76,17.89,15.25
10/1/09,10.23,0.43,0.73,9.8,3.87,251,10.63,17.91,14.99
11/1/09,10.18,0.44,0.74,9.9,3.88,247.37,10.61,18.1,14.75
12/1/09,10.3,0.44,0.76,9.99,3.9,247.9,10.59,18.29,14.75
1/1/10,10.08,0.44,0.76,9.9,3.91,244.94,10.75,18.41,14.55
2/1/10,9.72,0.45,0.76,9.9,3.92,236.2,10.81,18.35,14.0
3/1/10,9.96,0.45,0.75,10.09,3.92,237.46,10.67,17.94,14.05
4/1/10,9.72,0.45,0.75,10.18,3.93,229.57,10.63,17.71,13.56
5/1/10,9.56,0.45,0.75,9.99,3.93,230.09,10.89,17.99,13.57
6/1/10,9.1,0.46,0.74,9.9,3.94,221.13,11.06,18.1,13.02
7/1/10,8.64,0.46,0.74,9.9,3.95,209.95,11.12,18.04,12.34
8/1/10,8.85,0.46,0.74,9.8,3.95,217.14,11.29,18.16,12.75
9/1/10,8.91,0.46,0.74,9.7,3.96,220.76,11.46,18.27,12.94
10/1/10,9.32,0.47,0.73,9.42,3.96,237.91,11.87,18.76,13.92
11/1/10,9.31,0.47,0.73,9.23,3.97,242.56,12.18,19.08,14.16
12/1/10,9.05,0.47,0.73,9.23,3.97,235.79,12.25,19.02,13.74
1/1/11,9.27,0.47,0.72,9.23,3.98,241.52,12.25,18.71,14.05
2/1/11,9.43,0.47,0.71,8.94,3.98,253.53,12.64,19,14.72
3/1/11,9.32,0.47,0.69,9.04,3.98,247.93,12.5,18.49,14.37
4/1/11,9.28,0.47,0.68,8.75,3.99,254.92,12.91,18.77,14.75
5/1/11,9.48,0.47,0.67,8.75,3.99,260.41,12.91,18.45,15.05
6/1/11,9.67,0.47,0.66,8.75,3.99,265.63,12.91,18.13,15.33
7/1/11,9.63,0.47,0.65,8.85,4,261.69,12.77,17.62,15.08
8/1/11,9.17,0.47,0.64,9.13,4,241.4,12.37,16.76,13.9
9/1/11,8.67,0.47,0.63,9.23,4,225.89,12.25,16.28,13.0
10/1/11,8.72,0.47,0.61,9.23,4,227.19,12.25,15.98,13.07
11/1/11,9.07,0.47,0.6,9.13,4,238.77,12.37,15.84,13.73
12/1/11,9.11,0.47,0.59,9.04,4.01,242.34,12.5,15.7,13.93
1/1/12,9.12,0.47,0.6,9.13,4.01,240.08,12.39,15.77,13.79
2/1/12,9.04,0.47,0.61,9.23,4.05,235.53,12.29,15.85,13.53
3/1/12,9.3,0.47,0.62,9.42,4.08,237.4,12.06,15.76,13.64
4/1/12,9.59,0.47,0.63,9.7,4.12,237.61,11.73,15.53,13.65
5/1/12,9.58,0.47,0.64,9.7,4.16,237.36,11.75,15.75,13.65
6/1/12,9.58,0.47,0.65,9.61,4.19,239.71,11.89,16.14,13.79
7/1/12,9.59,0.48,0.65,9.61,4.23,239.96,11.91,16.37,13.8
8/1/12,9.81,0.48,0.66,9.7,4.27,243.06,11.81,16.43,13.98
9/1/12,9.86,0.48,0.67,9.8,4.3,241.92,11.72,16.5,13.93
10/1/12,9.84,0.48,0.68,9.8,4.34,241.43,11.74,16.73,13.91
11/1/12,9.73,0.48,0.69,9.8,4.38,238.73,11.76,16.95,13.75
12/1/12,9.38,0.48,0.7,9.7,4.41,232.4,11.89,17.34,13.39
1/1/13,9.3,0.48,0.69,9.8,4.45,228.18,11.78,17.03,13.15
2/1/13,8.97,0.48,0.69,9.8,4.43,220.09,11.78,16.89,12.68
3/1/13,8.8,0.48,0.68,9.8,4.4,215.92,11.78,16.75,12.44
4/1/13,8.79,0.48,0.68,9.8,4.38,215.67,11.78,16.6,12.43
5/1/13,8.55,0.48,0.67,9.7,4.35,211.94,11.9,16.63,12.22
6/1/13,8.12,0.48,0.67,9.8,4.33,199.23,11.78,16.32,11.49
7/1/13,8.23,0.48,0.66,9.9,4.3,199.89,11.66,16.01,11.53
8/1/13,8.45,0.48,0.65,9.9,4.28,205.23,11.66,15.87,11.85
9/1/13,8.53,0.48,0.65,10,4.26,205.11,11.54,15.57,11.84
10/1/13,8.26,0.48,0.64,10,4.23,198.61,11.54,15.43,11.47
11/1/13,8.05,0.48,0.64,10.1,4.21,191.65,11.43,15.14,11.07
12/1/13,8.04,0.48,0.63,10,4.18,193.32,11.54,15.15,11.17
1/1/14,8.37,0.47,0.62,10,4.16,201.26,11.42,14.93,11.64
2/1/14,8.48,0.47,0.61,9.9,4.17,205.96,11.42,14.86,11.91
3/1/14,8.32,0.47,0.6,9.9,4.17,202.08,11.29,14.63,11.69
4/1/14,8.12,0.46,0.59,9.8,4.18,199.23,11.29,14.56,11.52
5/1/14,8.17,0.46,0.58,9.9,4.19,198.43,11.05,14.19,11.48
6/1/14,8.13,0.45,0.57,9.9,4.19,197.46,10.93,13.97,11.43
7/1/14,7.68,0.45,0.57,10,4.2,184.67,10.7,13.6,10.69
8/1/14,7.68,0.44,0.56,10.2,4.21,181.05,10.37,13.12,10.49
9/1/14,7.68,0.43,0.55,10.2,4.21,181.05,10.25,12.91,10.5
10/1/14,7.68,0.43,0.54,10.1,4.22,182.84,10.24,12.82,10.61
11/1/14,7.68,0.42,0.53,10.2,4.23,181.05,10.02,12.48,10.52
12/1/14,7.35,0.42,0.52,10.1,4.23,174.98,10,12.38,10.17
1/1/15,7.48,0.42,0.55,10.1,4.24,178.08,10.02,13.09,10.36
2/1/15,7.38,0.42,0.58,10,4.22,177.45,10.14,13.95,10.33
3/1/15,7.57,0.42,0.61,9.9,4.21,183.86,10.26,14.82,10.71
4/1/15,8.14,0.42,0.64,10,4.19,195.73,10.18,15.39,11.4
5/1/15,7.95,0.42,0.67,10.1,4.18,189.27,10.1,15.95,11.03
6/1/15,8.04,0.42,0.7,10.1,4.16,191.41,10.12,16.66,11.15
7/1/15,8.01,0.43,0.73,10.1,4.14,190.69,10.14,17.38,11.11
8/1/15,8.35,0.43,0.76,10.1,4.13,198.79,10.16,18.09,11.58
9/1/15,8.66,0.43,0.79,10.1,4.11,206.17,10.18,18.81,12.01
10/1/15,9.14,0.43,0.82,10.2,4.1,215.46,10.1,19.33,12.55
11/1/15,9.46,0.43,0.85,10.3,4.08,220.84,10.02,19.84,12.86
12/1/15,9.48,0.43,0.88,10.3,4.07,221.31,10.04,20.54,12.88
1/1/16,9.33,0.44,0.93,10.4,4.05,215.71,10.19,21.6,12.54
2/1/16,9.2,0.45,0.99,10.4,4.06,212.71,10.44,22.85,12.35
3/1/16,9.17,0.46,1.04,10.5,4.08,209.99,10.59,23.86,12.18
4/1/16,9.07,0.47,1.1,10.6,4.09,205.74,10.74,24.88,11.91
5/1/16,9.27,0.48,1.15,10.7,4.11,208.32,10.88,25.87,12.03
6/1/16,9.36,0.49,1.21,10.8,4.13,208.39,11.02,26.83,12.0
7/1/16,9.23,0.51,1.26,10.8,4.14,205.5,11.26,28.03,11.79
8/1/16,9.3,0.52,1.31,10.9,4.16,205.16,11.4,28.96,11.73
9/1/16,9.68,0.53,1.37,11.1,4.17,209.69,11.43,29.63,11.94
10/1/16,9.98,0.54,1.42,11.3,4.19,212.36,11.45,30.26,12.05
11/1/16,10.21,0.55,1.48,11.5,4.2,213.48,11.48,30.86,12.05
12/1/16,9.8,0.56,1.53,11.6,4.21,203.14,11.61,31.71,11.41
1/1/17,9.57,0.57,1.51,11.7,4.23,196.68,11.73,31.01,10.99
2/1/17,9.03,0.58,1.49,12,4.26,180.94,11.66,29.82,10.06
3/1/17,9.31,0.59,1.47,12,4.29,186.55,11.87,29.42,10.33
4/1/17,9.17,0.6,1.45,12.6,4.32,175,11.51,27.61,9.64
5/1/17,8.86,0.61,1.43,12.8,4.34,166.44,11.54,26.79,9.14
6/1/17,9.04,0.63,1.41,13,4.37,167.21,11.56,25.99,9.15
7/1/17,8.79,0.64,1.38,12.8,4.4,165.12,11.94,26,9.0
8/1/17,8.53,0.65,1.36,13,4.43,157.77,11.96,25.21,8.57
9/1/17,8.12,0.66,1.34,13.3,4.46,146.8,11.89,24.28,7.95
10/1/17,7.68,0.67,1.32,13.5,4.49,136.79,11.9,23.55,7.39
11/1/17,7.04,0.68,1.3,13.5,4.51,125.39,12.1,23.17,6.75
12/1/17,6.8,0.69,1.28,13.7,4.54,119.35,12.11,22.47,6.41
1/1/18,7.21,0.68,1.26,14,4.57,123.83,11.68,21.57,6.64
2/1/18,7.43,0.67,1.23,14.1,4.56,126.71,11.43,21.01,6.78
3/1/18,7.28,0.66,1.21,14,4.56,125.03,11.34,20.75,6.69
4/1/18,7.21,0.65,1.18,14.2,4.55,122.09,11.01,20.03,6.52
5/1/18,7.44,0.64,1.16,14.5,4.55,123.38,10.61,19.22,6.58
6/1/18,7.45,0.63,1.14,14.7,4.54,121.86,10.31,18.57,6.5
7/1/18,7.51,0.62,1.11,15.1,4.54,119.59,9.87,17.69,6.37
8/1/18,7.58,0.61,1.09,15.4,4.53,118.35,9.52,16.97,6.3
9/1/18,7.54,0.6,1.06,15.7,4.52,115.48,9.19,16.28,6.15
10/1/18,7.86,0.59,1.04,16,4.52,118.12,8.87,15.6,6.29
11/1/18,8.06,0.58,1.01,16.3,4.51,118.9,8.56,14.96,6.33
12/1/18,7.9,0.57,0.99,16.5,4.51,115.13,8.31,14.43,6.13
1/1/19,7.85,0.57,0.98,16.5,4.5,114.4,8.26,14.35,6.1
2/1/19,7.88,0.56,0.98,16.2,4.54,116.96,8.36,14.55,6.24
3/1/19,8.12,0.56,0.97,16.4,4.58,119.05,8.21,14.3,6.36
4/1/19,8.39,0.56,0.97,16.7,4.62,120.8,8.02,13.97,6.46
5/1/19,8.97,0.55,0.96,16.9,4.66,127.62,7.87,13.73,6.83
6/1/19,9.21,0.55,0.96,16.9,4.7,131.04,7.83,13.66,7.02
7/1/19,9.51,0.55,0.95,17.4,4.73,131.42,7.55,13.2,7.05
8/1/19,8.87,0.54,0.95,17.7,4.77,120.5,7.38,12.91,6.48
9/1/19,9.01,0.54,0.94,17.8,4.81,121.71,7.29,12.77,6.56
10/1/19,9.47,0.54,0.94,18.1,4.85,125.81,7.13,12.49,6.79
11/1/19,9.19,0.53,0.94,18.5,4.89,119.45,6.93,12.15,6.47
12/1/19,8.92,0.53,0.93,18.9,4.93,113.48,6.74,11.83,6.16
1/1/20,8.83,0.53,0.92,19.3,4.97,110.01,6.58,11.45,5.99
2/1/20,8.1,0.53,0.91,19.5,4.98,99.88,6.49,11.2,5.46
3/1/20,8.67,0.53,0.9,19.7,4.99,105.82,6.41,10.95,5.8
4/1/20,8.6,0.52,0.89,20.3,5,101.87,6.2,10.5,5.6
5/1/20,8.06,0.52,0.88,20.6,5.01,94.08,6.09,10.22,5.19
6/1/20,7.92,0.52,0.86,20.9,5.02,91.12,5.98,9.95,5.04
7/1/20,7.91,0.52,0.85,20.8,5.03,91.44,5.99,9.87,5.08
8/1/20,7.6,0.52,0.84,20.3,5.04,90.02,6.12,9.99,5.02
9/1/20,7.87,0.52,0.83,20,5.05,94.62,6.19,10.01,5.3
10/1/20,7.88,0.51,0.82,19.9,5.06,95.21,6.2,9.93,5.35
11/1/20,7.48,0.51,0.81,19.8,5.07,90.84,6.21,9.85,5.13
12/1/20,6.81,0.51,0.8,19.4,5.08,84.41,6.32,9.92,4.78
1/1/21,7.11,0.51,0.76,19,5.09,89.98,6.4,9.59,5.12
2/1/21,7.06,0.5,0.71,18.4,5.02,92.26,6.56,9.34,5.27
3/1/21,6.88,0.5,0.67,18.3,4.96,90.4,6.54,8.84,5.19
4/1/21,6.91,0.49,0.63,18.1,4.89,91.8,6.55,8.37,5.3
5/1/21,7.12,0.49,0.59,17.7,4.83,96.72,6.65,7.98,5.61
6/1/21,6.55,0.48,0.55,17.6,4.76,89.49,6.63,7.45,5.22
7/1/21,6.53,0.48,0.5,17.7,4.7,88.71,6.53,6.83,5.2
8/1/21,6.45,0.48,0.46,17.7,4.63,87.62,6.48,6.25,5.16
9/1/21,6.61,0.47,0.42,17.5,4.56,90.82,6.49,5.74,5.38
10/1/21,6.7,0.47,0.38,17.5,4.5,92.06,6.43,5.15,5.48
11/1/21,7.06,0.46,0.33,17.4,4.43,97.56,6.41,4.59,5.84
12/1/21,7.31,0.46,0.29,17.3,4.37,101.6,6.39,4.03,6.11
1/1/22,7.3,0.46,0.32,16.9,4.3,103.86,6.6,4.6,6.29
2/1/22,7.46,0.47,0.36,16.9,4.3,106.14,6.66,5.08,6.46
3/1/22,7.74,0.47,0.39,16.7,4.31,111.44,6.8,5.62,6.82
4/1/22,8.21,0.48,0.42,16.7,4.31,118.21,6.86,6.09,7.27
5/1/22,8.53,0.48,0.46,16.7,4.32,122.82,6.92,6.58,7.59
6/1/22,8.45,0.48,0.49,16.7,4.33,121.67,6.98,7.06,7.56
7/1/22,8.51,0.49,0.52,16.8,4.33,121.8,7,7.49,7.6
8/1/22,8.83,0.49,0.56,16.6,4.33,127.9,7.15,8.06,8.02
9/1/22,9.06,0.5,0.59,16.6,4.34,131.23,7.21,8.55,8.27
10/1/22,9.26,0.5,0.62,16.7,4.34,133.33,7.22,8.97,8.43
11/1/22,8.8,0.51,0.66,16.8,4.35,125.95,7.24,9.4,8.0
12/1/22,8.78,0.51,0.69,16.9,4.35,124.92,7.26,9.82,7.96
1/1/23,8.9,0.51,0.71,16.8,4.36,127.38,7.32,10.22,8.15
2/1/23,9.28,0.51,0.74,16.8,4.33,132.82,7.35,10.57,8.53
3/1/23,9.43,0.52,0.76,16.8,4.31,134.97,7.37,10.91,8.7
4/1/23,9.1,0.52,0.79,16.9,4.29,129.47,7.35,11.19,8.37
5/1/23,8.67,0.52,0.81,16.9,4.26,123.36,7.37,11.54,8.0
6/1/23,8.34,0.52,0.83,17,4.23,117.96,7.35,11.81,7.67
7/1/23,8.06,0.52,0.86,17.2,4.21,112.68,7.29,12.01,7.35
8/1/23,8.1,0.52,0.88,17.1,4.18,113.9,7.36,12.42,7.44
9/1/23,8.15,0.53,0.91,17.2,4.16,113.93,7.34,12.69,7.46
10/1/23,8.03,0.53,0.93,17.3,4.13,111.61,7.32,12.95,7.32
11/1/23,8.27,0.53,0.96,17.3,4.11,114.94,7.34,13.28,7.55
12/1/23,8.55,0.53,0.98,17.3,4.08,118.84,7.37,13.62,7.81
1/1/24,8.83,0.53,0.98,17.3,4.06,122.73,7.39,13.56,8.07
2/1/24,8.87,0.53,0.97,17.2,4.04,124,7.46,13.58,8.16
3/1/24,8.7,0.54,0.97,17.1,4.03,122.33,7.52,13.6,8.06
