Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
5/1/48,16.15,0.85,1.81,23.9,2.4,162.48,8.55,18.21,11.24
6/1/48,16.82,0.85,1.86,24.1,2.39,167.82,8.48,18.56,11.58
7/1/48,16.42,0.86,1.93,24.4,2.38,161.81,8.44,19.02,11.13
8/1/48,15.94,0.86,2,24.5,2.36,156.44,8.47,19.63,10.72
9/1/48,15.76,0.87,2.07,24.5,2.35,154.67,8.54,20.32,10.55
10/1/48,16.19,0.89,2.14,24.4,2.34,159.55,8.77,21.12,10.83
11/1/48,15.29,0.91,2.22,24.2,2.33,151.92,9.04,22.02,10.25
12/1/48,15.19,0.93,2.29,24.1,2.32,151.55,9.28,22.85,10.16
1/1/49,15.36,0.95,2.32,24,2.31,153.89,9.48,23.24,10.25
2/1/49,14.77,0.96,2.35,23.8,2.31,149.22,9.73,23.74,9.87
3/1/49,14.91,0.98,2.38,23.8,2.31,150.64,9.9,24.05,9.9
4/1/49,14.89,0.99,2.39,23.9,2.31,149.8,9.99,24.01,9.78
5/1/49,14.78,1.01,2.39,23.8,2.31,149.32,10.17,24.18,9.69
6/1/49,13.97,1.02,2.4,23.9,2.31,140.55,10.26,24.15,9.07
7/1/49,14.76,1.03,2.4,23.7,2.31,149.75,10.42,24.32,9.61
8/1/49,15.29,1.03,2.39,23.8,2.32,154.47,10.44,24.18,9.85
9/1/49,15.49,1.04,2.39,23.9,2.32,155.84,10.46,24.05,9.88
10/1/49,15.89,1.07,2.37,23.7,2.32,161.21,10.89,24.01,10.17
11/1/49,16.11,1.11,2.34,23.8,2.32,162.76,11.18,23.67,10.22
12/1/49,16.54,1.14,2.32,23.6,2.32,168.52,11.62,23.64,10.53
1/1/50,16.88,1.15,2.34,23.5,2.32,172.72,11.77,23.91,10.75
2/1/50,17.21,1.16,2.35,23.5,2.34,176.09,11.87,24.08,10.91
3/1/50,17.35,1.17,2.37,23.6,2.36,176.77,11.92,24.15,10.91
4/1/50,17.84,1.18,2.43,23.6,2.38,181.77,12.02,24.72,11.18
5/1/50,18.44,1.19,2.48,23.7,2.4,187.09,12.07,25.19,11.46
6/1/50,18.74,1.2,2.54,23.8,2.42,189.33,12.12,25.66,11.55
7/1/50,17.38,1.24,2.6,24.1,2.44,173.4,12.41,25.94,10.54
8/1/50,18.43,1.29,2.66,24.3,2.47,182.37,12.73,26.32,11.04
9/1/50,19.08,1.33,2.72,24.4,2.49,188.03,13.11,26.8,11.34
10/1/50,19.87,1.38,2.76,24.6,2.51,194.22,13.46,26.98,11.66
11/1/50,19.83,1.42,2.8,24.7,2.53,193.04,13.86,27.26,11.54
12/1/50,19.75,1.47,2.84,25,2.55,189.96,14.14,27.32,11.31
1/1/51,21.21,1.49,2.84,25.4,2.57,200.79,14.07,26.85,11.9
2/1/51,22,1.5,2.83,25.7,2.58,205.83,14.07,26.51,12.14
3/1/51,21.63,1.52,2.83,25.8,2.59,201.59,14.17,26.38,11.84
4/1/51,21.92,1.53,2.79,25.8,2.6,204.29,14.29,26.03,11.95
5/1/51,21.93,1.55,2.76,25.9,2.61,203.59,14.36,25.59,11.86
6/1/51,21.55,1.56,2.72,25.9,2.62,200.07,14.48,25.25,11.62
7/1/51,21.93,1.55,2.65,25.9,2.63,203.59,14.36,24.6,11.78
8/1/51,22.89,1.53,2.58,25.9,2.63,212.51,14.24,23.95,12.26
9/1/51,23.48,1.52,2.51,26.1,2.64,216.31,14,23.12,12.44
10/1/51,23.36,1.48,2.49,26.2,2.65,214.39,13.61,22.82,12.31
11/1/51,22.71,1.45,2.46,26.4,2.66,206.84,13.18,22.44,11.85
12/1/51,23.41,1.41,2.44,26.5,2.67,212.41,12.79,22.14,12.15
1/1/52,24.19,1.41,2.43,26.5,2.68,219.49,12.82,22.02,12.53
2/1/52,23.75,1.42,2.41,26.3,2.69,217.14,12.95,22.06,12.36
3/1/52,23.81,1.42,2.4,26.3,2.71,217.69,12.98,21.94,12.36
4/1/52,23.74,1.43,2.38,26.4,2.72,216.22,13.02,21.68,12.24
5/1/52,23.73,1.44,2.36,26.4,2.73,216.13,13.12,21.49,12.2
6/1/52,24.38,1.45,2.34,26.5,2.74,221.22,13.16,21.23,12.45
7/1/52,25.08,1.45,2.35,26.7,2.75,225.86,13.06,21.13,12.67
8/1/52,25.18,1.45,2.35,26.7,2.77,226.76,13.06,21.19,12.68
9/1/52,24.78,1.45,2.36,26.7,2.78,223.16,13.06,21.25,12.43
10/1/52,24.26,1.44,2.37,26.7,2.79,218.48,12.94,21.37,12.13
11/1/52,25.03,1.42,2.39,26.7,2.81,225.41,12.82,21.49,12.47
12/1/52,26.04,1.41,2.4,26.7,2.82,234.51,12.7,21.61,12.93
1/1/53,26.18,1.41,2.41,26.6,2.83,236.65,12.75,21.79,13.01
2/1/53,25.86,1.41,2.42,26.5,2.8,234.64,12.79,21.96,12.86
3/1/53,25.99,1.41,2.43,26.6,2.77,234.94,12.75,21.97,12.83
4/1/53,24.71,1.41,2.46,26.6,2.83,223.37,12.78,22.21,12.16
5/1/53,24.84,1.42,2.48,26.7,3.05,223.7,12.76,22.36,12.14
6/1/53,23.95,1.42,2.51,26.8,3.11,214.88,12.74,22.52,11.62
7/1/53,24.29,1.42,2.52,26.8,2.93,217.93,12.74,22.64,11.75
8/1/53,24.39,1.42,2.54,26.9,2.95,218.02,12.69,22.67,11.72
9/1/53,23.27,1.42,2.55,26.9,2.87,208,12.69,22.79,11.14
10/1/53,23.97,1.43,2.54,27,2.66,213.47,12.74,22.59,11.39
11/1/53,24.5,1.44,2.52,26.9,2.68,219,12.87,22.56,11.64
12/1/53,24.83,1.45,2.51,26.9,2.59,221.95,12.96,22.44,11.75
1/1/54,25.46,1.46,2.52,26.9,2.48,227.58,13.02,22.56,12.0
2/1/54,26.02,1.46,2.54,26.9,2.47,232.59,13.08,22.67,12.22
3/1/54,26.57,1.47,2.55,26.9,2.37,237.5,13.14,22.79,12.42
4/1/54,27.63,1.46,2.57,26.8,2.29,247.9,13.13,23.09,12.91
5/1/54,28.73,1.46,2.6,26.9,2.37,256.81,13.02,23.21,13.31
6/1/54,28.96,1.45,2.62,26.9,2.38,258.87,12.96,23.42,13.36
7/1/54,30.13,1.46,2.62,26.9,2.3,269.32,13.02,23.45,13.83
8/1/54,30.73,1.46,2.63,26.9,2.36,274.69,13.08,23.48,14.04
9/1/54,31.45,1.47,2.63,26.8,2.38,282.17,13.19,23.6,14.36
10/1/54,32.18,1.49,2.68,26.8,2.43,288.72,13.4,24.02,14.62
11/1/54,33.44,1.52,2.72,26.8,2.48,300.03,13.61,24.43,15.12
12/1/54,34.97,1.54,2.77,26.7,2.51,314.93,13.87,24.95,15.79
1/1/55,35.6,1.55,2.83,26.7,2.61,320.6,13.93,25.52,15.99
2/1/55,36.79,1.55,2.9,26.7,2.65,331.32,13.99,26.09,16.44
3/1/55,36.5,1.56,2.96,26.7,2.68,328.71,14.05,26.66,16.22
4/1/55,37.76,1.56,3.05,26.7,2.75,340.05,14.08,27.44,16.69
5/1/55,37.6,1.57,3.13,26.7,2.76,338.61,14.11,28.22,16.52
6/1/55,39.78,1.57,3.22,26.7,2.78,358.25,14.14,29,17.37
7/1/55,42.69,1.59,3.29,26.8,2.9,383.02,14.24,29.55,18.45
8/1/55,42.43,1.6,3.37,26.8,2.97,380.68,14.39,30.21,18.22
9/1/55,44.34,1.62,3.44,26.9,2.97,396.34,14.48,30.75,18.84
10/1/55,42.11,1.63,3.5,26.9,2.88,376.41,14.54,31.29,17.77
11/1/55,44.95,1.63,3.56,26.9,2.89,401.8,14.6,31.82,18.84
12/1/55,45.37,1.64,3.62,26.8,2.96,407.06,14.71,32.48,18.94
1/1/56,44.15,1.67,3.64,26.8,2.9,396.12,14.98,32.69,18.29
2/1/56,44.43,1.7,3.67,26.8,2.84,398.63,15.25,32.9,18.27
3/1/56,47.49,1.73,3.69,26.8,2.96,426.08,15.52,33.11,19.37
4/1/56,48.05,1.75,3.66,26.9,3.18,429.51,15.67,32.72,19.37
5/1/56,46.54,1.78,3.63,27,3.07,414.47,15.82,32.33,18.54
6/1/56,46.27,1.8,3.6,27.2,3,409.03,15.91,31.82,18.16
7/1/56,48.78,1.81,3.55,27.4,3.11,428.07,15.91,31.18,18.86
8/1/56,48.49,1.83,3.51,27.3,3.33,427.09,16.09,30.89,18.67
9/1/56,46.84,1.84,3.46,27.4,3.38,411.05,16.15,30.36,17.84
10/1/56,46.24,1.81,3.44,27.5,3.34,404.31,15.8,30.11,17.42
11/1/56,45.76,1.77,3.43,27.5,3.49,400.11,15.51,29.96,17.12
12/1/56,46.44,1.74,3.41,27.6,3.59,404.59,15.16,29.71,17.2
1/1/57,45.43,1.74,3.41,27.6,3.46,395.79,15.13,29.68,16.72
2/1/57,43.47,1.73,3.4,27.7,3.34,377.34,15.05,29.54,15.84
3/1/57,44.03,1.73,3.4,27.8,3.41,380.83,14.96,29.41,15.9
4/1/57,45.05,1.73,3.41,27.9,3.48,388.26,14.91,29.36,16.12
5/1/57,46.78,1.73,3.41,28,3.6,401.73,14.86,29.31,16.6
6/1/57,47.55,1.73,3.42,28.1,3.8,406.89,14.8,29.26,16.73
7/1/57,48.51,1.74,3.44,28.3,3.93,412.17,14.78,29.2,16.87
8/1/57,45.84,1.75,3.45,28.3,3.93,389.48,14.87,29.34,15.87
9/1/57,43.98,1.76,3.47,28.3,3.92,373.68,14.95,29.48,15.16
10/1/57,41.24,1.77,3.44,28.3,3.97,350.4,15.04,29.2,14.15
11/1/57,40.35,1.78,3.4,28.4,3.72,341.63,15.07,28.81,13.74
12/1/57,40.33,1.79,3.37,28.4,3.21,341.46,15.16,28.53,13.67
1/1/58,41.12,1.78,3.29,28.6,3.09,345.71,14.99,27.69,13.79
2/1/58,41.26,1.78,3.22,28.6,3.05,346.89,14.94,27.04,13.78
3/1/58,42.11,1.77,3.14,28.8,2.98,351.58,14.78,26.22,13.93
4/1/58,42.34,1.76,3.07,28.9,2.88,352.27,14.62,25.54,13.91
5/1/58,43.7,1.74,3,28.9,2.92,363.59,14.5,24.96,14.32
6/1/58,44.75,1.73,2.93,28.9,2.97,372.33,14.39,24.38,14.64
7/1/58,45.98,1.73,2.91,29,3.2,381.24,14.34,24.16,14.96
8/1/58,47.7,1.73,2.9,28.9,3.54,396.87,14.39,24.1,15.54
9/1/58,48.96,1.73,2.88,28.9,3.76,407.35,14.39,23.96,15.93
10/1/58,50.95,1.74,2.88,28.9,3.8,423.91,14.45,23.99,16.56
11/1/58,52.5,1.74,2.89,29,3.74,435.3,14.45,23.93,16.99
12/1/58,53.49,1.75,2.89,28.9,3.86,445.04,14.56,24.05,17.36
1/1/59,55.62,1.76,2.96,29,4.02,461.17,14.57,24.57,17.98
2/1/59,54.77,1.76,3.04,28.9,3.96,455.69,14.67,25.27,17.76
3/1/59,56.16,1.77,3.11,28.9,3.99,467.26,14.73,25.88,18.2
4/1/59,57.1,1.78,3.21,29,4.12,473.44,14.73,26.59,18.43
5/1/59,57.96,1.78,3.3,29,4.31,480.57,14.79,27.39,18.69
6/1/59,57.46,1.79,3.4,29.1,4.34,474.79,14.79,28.09,18.45
7/1/59,59.74,1.8,3.41,29.2,4.4,491.94,14.79,28.08,19.09
8/1/59,59.4,1.8,3.42,29.2,4.43,489.14,14.85,28.16,18.96
9/1/59,57.05,1.81,3.43,29.3,4.68,468.18,14.85,28.15,18.12
10/1/59,57,1.82,3.42,29.4,4.53,466.18,14.86,27.94,18.02
11/1/59,57.23,1.82,3.4,29.4,4.53,468.06,14.91,27.83,18.07
12/1/59,59.06,1.83,3.39,29.4,4.69,483.03,14.97,27.73,18.62
1/1/60,58.03,1.87,3.39,29.3,4.72,476.23,15.32,27.82,18.34
2/1/60,55.78,1.9,3.39,29.4,4.49,456.2,15.57,27.73,17.55
3/1/60,55.02,1.94,3.39,29.4,4.25,449.99,15.87,27.73,17.29
4/1/60,55.73,1.94,3.35,29.5,4.28,454.25,15.84,27.28,17.43
5/1/60,55.22,1.95,3.3,29.5,4.35,450.09,15.87,26.93,17.26
6/1/60,57.26,1.95,3.26,29.6,4.15,465.14,15.84,26.48,17.82
7/1/60,55.84,1.95,3.26,29.6,3.9,453.61,15.84,26.51,17.38
8/1/60,56.51,1.95,3.27,29.6,3.8,459.05,15.84,26.54,17.58
9/1/60,54.81,1.95,3.27,29.6,3.8,445.24,15.84,26.56,17.05
10/1/60,53.73,1.95,3.27,29.8,3.89,433.54,15.73,26.39,16.61
11/1/60,55.47,1.95,3.27,29.8,3.93,447.58,15.73,26.39,17.15
12/1/60,56.8,1.95,3.27,29.8,3.84,458.31,15.73,26.39,17.56
1/1/61,59.72,1.95,3.21,29.8,3.84,481.87,15.71,25.9,18.47
2/1/61,62.17,1.94,3.15,29.8,3.78,501.64,15.68,25.42,19.23
3/1/61,64.12,1.94,3.09,29.8,3.74,517.37,15.65,24.93,19.84
4/1/61,65.83,1.94,3.07,29.8,3.78,531.17,15.65,24.77,20.38
5/1/61,66.5,1.94,3.05,29.8,3.71,536.58,15.65,24.61,20.6
6/1/61,65.62,1.94,3.03,29.8,3.88,529.48,15.65,24.45,20.33
7/1/61,65.44,1.95,3.04,30,3.92,524.5,15.6,24.34,20.15
8/1/61,67.79,1.95,3.04,29.9,4.04,545.16,15.71,24.47,20.94
9/1/61,67.26,1.96,3.05,30,3.98,539.09,15.71,24.45,20.71
10/1/61,68,1.98,3.1,30,3.92,545.02,15.87,24.82,20.92
11/1/61,71.08,2,3.14,30,3.94,569.71,16.03,25.19,21.86
12/1/61,71.74,2.02,3.19,30,4.06,575,16.19,25.57,22.04
1/1/62,69.07,2.03,3.25,30,4.08,553.6,16.24,26.05,21.2
2/1/62,70.22,2.03,3.31,30.1,4.04,560.95,16.24,26.44,21.45
3/1/62,70.29,2.04,3.37,30.1,3.93,561.51,16.3,26.92,21.44
4/1/62,68.05,2.05,3.4,30.2,3.84,541.81,16.3,27.1,20.66
5/1/62,62.99,2.05,3.44,30.2,3.87,501.52,16.35,27.36,19.09
6/1/62,55.63,2.06,3.47,30.2,3.91,442.92,16.4,27.63,16.83
7/1/62,56.97,2.07,3.49,30.3,4.01,452.1,16.4,27.7,17.14
8/1/62,58.52,2.07,3.51,30.3,3.98,464.4,16.45,27.85,17.57
9/1/62,58,2.08,3.53,30.4,3.98,458.76,16.45,27.92,17.32
10/1/62,56.17,2.1,3.58,30.4,3.93,444.28,16.58,28.29,16.74
11/1/62,60.04,2.11,3.62,30.4,3.92,474.89,16.72,28.66,17.85
12/1/62,62.64,2.13,3.67,30.4,3.86,495.46,16.85,29.03,18.59
1/1/63,65.06,2.14,3.68,30.4,3.83,514.6,16.9,29.13,19.26
2/1/63,65.92,2.14,3.7,30.4,3.92,521.4,16.95,29.24,19.47
3/1/63,65.67,2.15,3.71,30.5,3.93,517.72,16.95,29.25,19.29
4/1/63,68.76,2.17,3.75,30.5,3.97,542.08,17.08,29.59,20.15
5/1/63,70.14,2.18,3.8,30.5,3.93,552.96,17.21,29.93,20.51
6/1/63,70.11,2.2,3.84,30.6,3.99,550.92,17.29,30.17,20.38
7/1/63,69.07,2.2,3.88,30.7,4.02,540.98,17.26,30.39,19.97
8/1/63,70.98,2.21,3.92,30.7,4,555.94,17.28,30.7,20.47
9/1/63,72.85,2.21,3.96,30.7,4.08,570.58,17.31,31.02,20.96
10/1/63,73.03,2.23,3.98,30.8,4.11,570.14,17.44,31.07,20.89
11/1/63,72.62,2.26,4,30.8,4.12,566.93,17.62,31.23,20.72
12/1/63,74.17,2.28,4.02,30.9,4.13,577.16,17.74,31.28,21.04
1/1/64,76.45,2.3,4.07,30.9,4.17,594.9,17.87,31.7,21.63
2/1/64,77.39,2.31,4.13,30.9,4.15,602.22,18,32.11,21.83
3/1/64,78.8,2.33,4.18,30.9,4.22,613.19,18.13,32.53,22.17
4/1/64,79.94,2.35,4.23,30.9,4.23,622.06,18.26,32.92,22.42
5/1/64,80.72,2.36,4.28,30.9,4.2,628.13,18.39,33.31,22.57
6/1/64,80.24,2.38,4.33,31,4.17,622.38,18.46,33.59,22.3
7/1/64,83.22,2.4,4.38,31.1,4.19,643.42,18.56,33.84,22.98
8/1/64,82,2.42,4.42,31,4.19,636.03,18.77,34.31,22.65
9/1/64,83.41,2.44,4.47,31.1,4.2,644.89,18.87,34.56,22.89
10/1/64,84.85,2.46,4.5,31.1,4.19,656.02,19.02,34.77,23.21
11/1/64,85.44,2.48,4.52,31.2,4.15,658.47,19.11,34.86,23.23
12/1/64,83.96,2.5,4.55,31.2,4.18,647.06,19.27,35.07,22.75
1/1/65,86.12,2.52,4.59,31.2,4.19,663.71,19.4,35.4,23.27
2/1/65,86.75,2.53,4.64,31.2,4.21,668.56,19.52,35.73,23.37
3/1/65,86.83,2.55,4.68,31.3,4.21,667.04,19.59,35.95,23.25
4/1/65,87.97,2.57,4.73,31.4,4.2,673.65,19.68,36.25,23.42
5/1/65,89.28,2.59,4.79,31.4,4.21,683.68,19.83,36.65,23.71
6/1/65,85.04,2.61,4.84,31.6,4.21,647.09,19.86,36.83,22.39
7/1/65,84.91,2.63,4.89,31.6,4.2,646.1,19.99,37.18,22.3
8/1/65,86.49,2.64,4.93,31.6,4.25,658.12,20.11,37.54,22.67
9/1/65,89.38,2.66,4.98,31.6,4.29,680.11,20.24,37.89,23.37
10/1/65,91.39,2.68,5.05,31.7,4.35,693.21,20.33,38.31,23.78
11/1/65,92.15,2.7,5.12,31.7,4.45,698.98,20.48,38.84,23.93
12/1/65,91.73,2.72,5.19,31.8,4.62,693.6,20.57,39.24,23.69
1/1/66,93.32,2.74,5.24,31.8,4.61,705.63,20.72,39.62,24.06
2/1/66,92.69,2.76,5.29,32,4.83,696.48,20.74,39.75,23.7
3/1/66,88.88,2.78,5.34,32.1,4.87,665.77,20.82,40,22.61
4/1/66,91.6,2.8,5.38,32.3,4.75,681.9,20.82,40.05,23.11
5/1/66,86.78,2.81,5.42,32.3,4.78,646.02,20.94,40.35,21.85
6/1/66,86.06,2.83,5.46,32.4,4.81,638.68,21,40.52,21.56
7/1/66,85.84,2.85,5.48,32.5,5.02,635.09,21.09,40.52,21.38
8/1/66,80.65,2.87,5.49,32.7,5.22,593.04,21.1,40.39,19.91
9/1/66,77.81,2.89,5.51,32.7,5.18,572.16,21.25,40.52,19.16
10/1/66,77.13,2.88,5.52,32.9,5.01,563.71,21.07,40.37,18.83
11/1/66,80.99,2.88,5.54,32.9,5.16,591.92,21.02,40.47,19.71
12/1/66,81.33,2.87,5.55,32.9,4.84,594.4,20.98,40.56,19.74
1/1/67,84.45,2.88,5.52,32.9,4.58,617.21,21.05,40.32,20.43
2/1/67,87.36,2.89,5.48,32.9,4.63,638.48,21.12,40.08,21.07
3/1/67,89.42,2.9,5.45,33,4.54,651.55,21.13,39.71,21.44
4/1/67,90.96,2.9,5.41,33.1,4.59,660.77,21.07,39.3,21.69
5/1/67,92.59,2.9,5.37,33.2,4.85,670.58,21,38.89,21.95
6/1/67,91.43,2.9,5.33,33.3,5.02,660.19,20.94,38.49,21.55
7/1/67,93.01,2.91,5.32,33.4,5.16,669.59,20.93,38.3,21.8
8/1/67,94.49,2.91,5.31,33.5,5.28,678.22,20.91,38.11,22.03
9/1/67,95.81,2.92,5.3,33.6,5.3,685.64,20.9,37.93,22.22
10/1/67,95.66,2.92,5.31,33.7,5.48,682.54,20.83,37.89,22.07
11/1/67,92.66,2.92,5.32,33.8,5.75,659.18,20.77,37.85,21.26
12/1/67,95.3,2.92,5.33,33.9,5.7,675.96,20.71,37.81,21.75
1/1/68,95.04,2.93,5.37,34.1,5.53,670.16,20.66,37.84,21.51
2/1/68,90.75,2.94,5.4,34.2,5.56,638.04,20.67,37.99,20.42
3/1/68,89.09,2.95,5.44,34.3,5.74,624.54,20.68,38.14,19.93
4/1/68,95.67,2.96,5.48,34.4,5.64,668.72,20.71,38.33,21.28
5/1/68,97.87,2.98,5.53,34.5,5.87,682.12,20.75,38.52,21.63
6/1/68,100.5,2.99,5.57,34.7,5.72,696.41,20.72,38.6,22.0
7/1/68,100.3,3,5.6,34.9,5.5,691.04,20.69,38.58,21.75
8/1/68,98.11,3.02,5.63,35,5.42,674.02,20.72,38.68,21.14
9/1/68,101.3,3.03,5.66,35.1,5.46,693.95,20.76,38.77,21.68
10/1/68,103.8,3.04,5.69,35.3,5.58,707.05,20.73,38.78,22.0
11/1/68,105.4,3.06,5.73,35.4,5.7,715.92,20.76,38.9,22.2
12/1/68,106.5,3.07,5.76,35.5,6.03,721.35,20.79,39.01,22.28
1/1/69,102,3.08,5.78,35.6,6.04,688.93,20.8,39.04,21.19
2/1/69,101.5,3.09,5.8,35.8,6.19,681.73,20.75,38.96,20.9
3/1/69,99.3,3.1,5.82,36.1,6.3,661.41,20.65,38.77,20.2
4/1/69,101.3,3.11,5.83,36.3,6.17,671.01,20.6,38.6,20.43
5/1/69,104.6,3.12,5.83,36.4,6.32,690.97,20.61,38.53,20.97
6/1/69,99.14,3.13,5.84,36.6,6.57,651.32,20.56,38.37,19.71
7/1/69,94.71,3.14,5.86,36.8,6.72,618.84,20.5,38.27,18.68
8/1/69,94.18,3.14,5.87,37,6.69,612.05,20.43,38.17,18.43
9/1/69,94.51,3.15,5.89,37.1,7.16,612.54,20.42,38.17,18.4
10/1/69,95.52,3.15,5.85,37.3,7.1,615.76,20.33,37.73,18.45
11/1/69,96.21,3.16,5.82,37.5,7.14,616.9,20.24,37.3,18.44
12/1/69,91.11,3.16,5.78,37.7,7.65,581.1,20.15,36.86,17.33
1/1/70,90.31,3.16,5.73,37.8,7.79,574.48,20.12,36.45,17.09
2/1/70,87.16,3.17,5.68,38,7.24,551.52,20.04,35.94,16.37
3/1/70,88.65,3.17,5.63,38.2,7.07,558.01,19.95,35.44,16.53
4/1/70,85.95,3.17,5.59,38.5,7.39,536.8,19.82,34.93,15.87
5/1/70,76.06,3.18,5.56,38.6,7.91,473.8,19.79,34.61,13.98
6/1/70,75.59,3.18,5.52,38.8,7.84,468.45,19.71,34.21,13.8
7/1/70,75.72,3.18,5.47,39,7.46,466.85,19.63,33.7,13.73
8/1/70,77.92,3.19,5.41,39,7.53,480.41,19.65,33.38,14.1
9/1/70,82.58,3.19,5.36,39.2,7.39,506.54,19.57,32.88,14.84
10/1/70,84.37,3.17,5.28,39.4,7.33,514.9,19.37,32.24,15.06
11/1/70,84.28,3.16,5.21,39.6,6.84,511.75,19.17,31.61,14.95
12/1/70,90.05,3.14,5.13,39.8,6.39,544.04,18.97,30.99,15.87
1/1/71,93.49,3.13,5.16,39.8,6.24,564.82,18.91,31.17,16.46
2/1/71,97.11,3.12,5.19,39.9,6.11,585.22,18.8,31.28,17.03
3/1/71,99.6,3.11,5.22,40,5.7,598.72,18.7,31.38,17.4
4/1/71,103,3.11,5.25,40.1,5.83,617.62,18.63,31.5,17.92
5/1/71,101.6,3.1,5.29,40.3,6.39,606.2,18.52,31.54,17.56
6/1/71,99.72,3.1,5.32,40.6,6.52,590.59,18.36,31.51,17.08
7/1/71,99,3.1,5.36,40.7,6.73,584.88,18.29,31.65,16.89
8/1/71,97.24,3.09,5.39,40.8,6.58,573.08,18.23,31.79,16.52
9/1/71,99.4,3.09,5.43,40.8,6.14,585.81,18.21,32,16.86
10/1/71,97.29,3.08,5.52,40.9,5.93,571.97,18.13,32.45,16.43
11/1/71,92.78,3.08,5.61,40.9,5.81,545.45,18.09,32.98,15.64
12/1/71,99.17,3.07,5.7,41.1,5.93,580.18,17.96,33.35,16.6
