Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1/1/72,103.3,3.07,5.74,41.1,5.95,604.35,17.96,33.56,17.26
2/1/72,105.2,3.07,5.77,41.3,6.08,612.48,17.87,33.61,17.46
3/1/72,107.7,3.07,5.81,41.4,6.07,625.52,17.83,33.74,17.81
4/1/72,108.8,3.07,5.86,41.5,6.19,630.39,17.79,33.97,17.92
5/1/72,107.7,3.07,5.92,41.6,6.13,622.52,17.74,34.2,17.66
6/1/72,108,3.07,5.97,41.7,6.11,622.75,17.7,34.42,17.64
7/1/72,107.2,3.07,6.03,41.9,6.11,615.19,17.64,34.59,17.4
8/1/72,111,3.08,6.08,42,6.21,635.48,17.61,34.83,17.94
9/1/72,109.4,3.08,6.14,42.1,6.55,624.83,17.59,35.07,17.61
10/1/72,109.6,3.1,6.23,42.3,6.48,623.01,17.64,35.43,17.53
11/1/72,115.1,3.13,6.33,42.4,6.28,652.74,17.73,35.88,18.34
12/1/72,117.5,3.15,6.42,42.5,6.36,664.78,17.82,36.32,18.65
1/1/73,118.4,3.16,6.55,42.6,6.46,668.3,17.82,36.95,18.71
2/1/73,114.2,3.16,6.67,42.9,6.64,640.08,17.73,37.4,17.89
3/1/73,112.4,3.17,6.8,43.3,6.71,624.17,17.6,37.76,17.41
4/1/73,110.3,3.19,6.94,43.6,6.67,608.3,17.57,38.29,16.94
5/1/73,107.2,3.2,7.09,43.9,6.85,587.16,17.55,38.82,16.31
6/1/73,104.8,3.22,7.23,44.2,6.9,570.12,17.52,39.33,15.81
7/1/73,105.8,3.24,7.38,44.3,7.13,574.26,17.57,40.08,15.89
8/1/73,103.8,3.25,7.54,45.1,7.4,553.41,17.35,40.18,15.28
9/1/73,105.6,3.27,7.69,45.2,7.09,561.76,17.4,40.91,15.48
10/1/73,109.8,3.31,7.85,45.6,6.79,578.98,17.44,41.38,15.91
11/1/73,102,3.34,8,45.9,6.73,534.34,17.51,41.93,14.65
12/1/73,94.78,3.38,8.16,46.2,6.74,493.29,17.59,42.47,13.49
1/1/74,96.11,3.4,8.23,46.6,6.99,495.92,17.54,42.45,13.53
2/1/74,93.45,3.42,8.29,47.2,6.96,476.06,17.42,42.25,12.96
3/1/74,97.44,3.44,8.36,47.8,7.21,490.16,17.3,42.05,13.31
4/1/74,92.46,3.46,8.49,48,7.51,463.17,17.33,42.51,12.55
5/1/74,89.67,3.48,8.61,48.6,7.58,443.65,17.22,42.61,12.0
6/1/74,89.79,3.5,8.74,49,7.54,440.62,17.18,42.89,11.89
7/1/74,79.31,3.53,8.86,49.4,7.81,386.04,17.18,43.14,10.39
8/1/74,76.03,3.56,8.99,50,8.04,365.63,17.12,43.22,9.82
9/1/74,68.12,3.59,9.11,50.6,8.04,323.71,17.06,43.29,8.68
10/1/74,69.44,3.59,9.04,51.1,7.9,326.75,16.91,42.52,8.74
11/1/74,71.74,3.6,8.96,51.5,7.68,334.95,16.79,41.85,8.95
12/1/74,67.07,3.6,8.89,51.9,7.43,310.73,16.68,41.19,8.29
1/1/75,72.56,3.62,8.74,52.1,7.5,334.88,16.72,40.35,8.92
2/1/75,80.1,3.65,8.6,52.5,7.39,366.86,16.7,39.37,9.76
3/1/75,83.78,3.67,8.45,52.7,7.73,382.26,16.74,38.55,10.16
4/1/75,84.72,3.68,8.29,52.9,8.23,385.09,16.74,37.67,10.23
5/1/75,90.1,3.7,8.12,53.2,8.06,407.23,16.71,36.72,10.82
6/1/75,92.4,3.71,7.96,53.6,7.86,414.51,16.64,35.71,11.01
7/1/75,92.49,3.71,7.89,54.2,8.06,410.32,16.46,35.02,10.9
8/1/75,85.71,3.71,7.83,54.3,8.4,379.54,16.43,34.66,10.09
9/1/75,84.67,3.71,7.76,54.6,8.43,372.88,16.34,34.17,9.92
10/1/75,88.57,3.7,7.83,54.9,8.14,387.92,16.21,34.28,10.33
11/1/75,90.07,3.69,7.89,55.3,8.05,391.64,16.04,34.32,10.44
12/1/75,88.7,3.68,7.96,55.5,8,384.29,15.94,34.49,10.25
1/1/76,96.86,3.68,8.19,55.6,7.74,418.89,15.93,35.43,11.19
2/1/76,100.6,3.69,8.43,55.8,7.79,433.5,15.89,36.31,11.59
3/1/76,101.1,3.69,8.66,55.9,7.73,434.88,15.87,37.25,11.63
4/1/76,101.9,3.71,8.86,56.1,7.56,436.76,15.92,37.96,11.69
5/1/76,101.2,3.74,9.05,56.5,7.9,430.68,15.9,38.53,11.53
6/1/76,101.8,3.76,9.25,56.8,7.86,430.95,15.92,39.16,11.54
7/1/76,104.2,3.79,9.35,57.1,7.83,438.79,15.96,39.37,11.76
8/1/76,103.3,3.82,9.45,57.4,7.77,432.73,16,39.59,11.6
9/1/76,105.5,3.85,9.55,57.6,7.59,440.41,16.07,39.87,11.81
10/1/76,101.9,3.92,9.67,57.9,7.41,423.18,16.27,40.16,11.35
11/1/76,101.2,3.98,9.79,58,7.29,419.55,16.51,40.59,11.25
12/1/76,104.7,4.05,9.91,58.2,6.87,432.56,16.73,40.94,11.6
1/1/77,103.8,4.1,9.97,58.5,7.21,426.65,16.84,40.97,11.44
2/1/77,101,4.14,10.02,59.1,7.39,410.92,16.86,40.78,11.01
3/1/77,100.6,4.19,10.08,59.5,7.46,406.54,16.93,40.74,10.9
4/1/77,99.05,4.25,10.19,60,7.37,396.95,17.02,40.85,10.64
5/1/77,98.76,4.3,10.31,60.3,7.46,393.81,17.16,41.1,10.55
6/1/77,99.29,4.36,10.42,60.7,7.28,393.32,17.27,41.28,10.53
7/1/77,100.2,4.41,10.52,61,7.33,394.97,17.37,41.46,10.57
8/1/77,97.75,4.45,10.61,61.2,7.4,384.05,17.5,41.7,10.27
9/1/77,96.23,4.5,10.71,61.4,7.34,376.85,17.62,41.94,10.07
10/1/77,93.74,4.56,10.77,61.6,7.52,365.91,17.79,42.04,9.77
11/1/77,94.28,4.61,10.83,61.9,7.58,366.23,17.92,42.07,9.77
12/1/77,93.82,4.67,10.89,62.1,7.69,363.27,18.08,42.17,9.68
1/1/78,90.25,4.71,10.9,62.5,7.96,347.21,18.13,41.93,9.24
2/1/78,88.98,4.76,10.91,62.9,8.03,340.15,18.18,41.71,9.05
3/1/78,88.82,4.8,10.92,63.4,8.04,336.86,18.2,41.42,8.95
4/1/78,92.71,4.84,11.02,63.9,8.15,348.86,18.2,41.48,9.26
5/1/78,97.41,4.87,11.13,64.5,8.35,363.14,18.17,41.48,9.63
6/1/78,97.66,4.91,11.23,65.2,8.46,360.16,18.11,41.42,9.55
7/1/78,97.19,4.95,11.34,65.7,8.64,355.7,18.1,41.51,9.43
8/1/78,103.9,4.98,11.46,66,8.41,378.53,18.16,41.74,10.02
9/1/78,103.9,5.02,11.57,66.5,8.42,375.68,18.15,41.83,9.94
10/1/78,100.6,5.04,11.82,67.1,8.64,360.5,18.05,42.37,9.53
11/1/78,94.71,5.05,12.08,67.4,8.81,337.88,18.03,43.08,8.93
12/1/78,96.11,5.07,12.33,67.7,9.01,341.36,18.01,43.79,9.01
1/1/79,99.71,5.11,12.65,68.3,9.1,351.03,18,44.55,9.26
2/1/79,98.23,5.16,12.98,69.1,9.1,341.82,17.94,45.16,9.0
3/1/79,100.1,5.2,13.3,69.8,9.12,344.83,17.91,45.82,9.07
4/1/79,102.1,5.25,13.53,70.6,9.18,347.74,17.87,46.07,9.13
5/1/79,99.73,5.29,13.75,71.5,9.25,335.39,17.8,46.25,8.79
6/1/79,101.7,5.34,13.98,72.3,8.91,338.23,17.76,46.49,8.85
7/1/79,102.7,5.4,14.2,73.1,8.95,337.82,17.75,46.7,8.83
8/1/79,107.4,5.45,14.41,73.8,9.03,349.93,17.77,46.96,9.13
9/1/79,108.6,5.51,14.63,74.6,9.33,350.04,17.76,47.16,9.11
10/1/79,104.5,5.56,14.71,75.2,10.3,334.14,17.77,47.02,8.68
11/1/79,103.7,5.6,14.78,75.9,10.65,328.52,17.75,46.83,8.52
12/1/79,107.8,5.65,14.86,76.7,10.39,337.95,17.71,46.59,8.75
1/1/80,110.9,5.7,15,77.8,10.8,342.75,17.62,46.37,8.85
2/1/80,115.3,5.75,15.15,78.9,12.41,351.38,17.52,46.16,9.05
3/1/80,104.7,5.8,15.29,80.1,12.75,314.3,17.41,45.9,8.08
4/1/80,103,5.85,15.17,81,11.47,305.76,17.36,45.04,7.84
5/1/80,107.7,5.89,15.06,81.8,10.18,316.58,17.32,44.26,8.1
6/1/80,114.6,5.94,14.94,82.7,9.78,333.2,17.27,43.44,8.51
7/1/80,119.8,5.98,14.84,82.7,10.25,348.32,17.4,43.15,8.88
8/1/80,123.5,6.03,14.74,83.3,11.1,356.49,17.4,42.55,9.07
9/1/80,126.5,6.07,14.64,84,11.51,362.11,17.38,41.91,9.2
10/1/80,130.2,6.1,14.7,84.8,11.75,369.18,17.3,41.68,9.36
11/1/80,135.7,6.13,14.76,85.5,12.68,381.63,17.24,41.51,9.65
12/1/80,133.5,6.16,14.82,86.3,12.84,371.96,17.16,41.29,9.39
1/1/81,133,6.2,14.74,87,12.57,367.59,17.14,40.74,9.26
2/1/81,128.4,6.24,14.66,87.9,13.19,351.24,17.07,40.1,8.83
3/1/81,133.2,6.28,14.58,88.5,13.12,361.9,17.06,39.61,9.08
4/1/81,134.4,6.32,14.72,89.1,13.68,362.7,17.05,39.73,9.09
5/1/81,131.7,6.35,14.87,89.8,14.1,352.64,17.01,39.81,8.82
6/1/81,132.3,6.39,15.01,90.6,13.47,351.12,16.96,39.84,8.77
7/1/81,129.1,6.43,15.1,91.6,14.28,338.89,16.89,39.63,8.45
8/1/81,129.6,6.48,15.18,92.3,14.94,337.62,16.87,39.55,8.4
9/1/81,118.3,6.52,15.27,93.2,15.32,305.21,16.82,39.4,7.58
10/1/81,119.8,6.56,15.3,93.4,15.15,308.42,16.88,39.39,7.65
11/1/81,122.9,6.59,15.33,93.7,13.39,315.38,16.92,39.34,7.81
12/1/81,123.8,6.63,15.36,94,13.72,316.68,16.96,39.29,7.83
1/1/82,117.3,6.66,15.18,94.3,14.59,299.1,16.98,38.7,7.39
2/1/82,114.5,6.69,14.99,94.6,14.43,291.03,17,38.11,7.18
3/1/82,110.8,6.72,14.81,94.5,13.86,281.93,17.1,37.68,6.95
4/1/82,116.3,6.75,14.6,94.9,13.87,294.67,17.1,36.98,7.26
5/1/82,116.4,6.78,14.38,95.8,13.62,292.16,17.02,36.1,7.19
6/1/82,109.7,6.81,14.17,97,14.3,271.93,16.88,35.13,6.69
7/1/82,109.4,6.82,13.97,97.5,13.95,269.8,16.83,34.44,6.64
8/1/82,109.7,6.84,13.76,97.7,13.06,269.98,16.83,33.87,6.64
9/1/82,122.4,6.85,13.56,97.9,12.34,300.63,16.82,33.3,7.4
10/1/82,132.7,6.86,13.25,98.2,10.91,324.93,16.79,32.45,8.0
11/1/82,138.1,6.86,12.95,98,10.55,338.84,16.84,31.77,8.35
12/1/82,139.4,6.87,12.64,97.6,10.54,343.43,16.93,31.14,8.47
1/1/83,144.3,6.88,12.57,97.8,10.46,354.78,16.92,30.9,8.76
2/1/83,146.8,6.9,12.49,97.9,10.72,360.55,16.94,30.68,8.91
3/1/83,151.9,6.91,12.42,97.9,10.51,373.08,16.97,30.5,9.23
4/1/83,157.7,6.92,12.48,98.6,10.4,384.58,16.88,30.43,9.53
5/1/83,164.1,6.93,12.53,99.2,10.38,397.76,16.8,30.38,9.87
6/1/83,166.4,6.94,12.59,99.5,10.85,402.12,16.77,30.42,10.0
7/1/83,167,6.96,12.83,99.9,11.38,401.96,16.75,30.87,10.01
8/1/83,162.4,6.98,13.06,100.2,11.85,389.71,16.75,31.35,9.73
9/1/83,167.2,7,13.3,100.7,11.65,399.24,16.71,31.76,9.98
10/1/83,167.7,7.03,13.54,101,11.54,399.24,16.74,32.24,10.0
11/1/83,165.2,7.06,13.79,101.2,11.69,392.52,16.77,32.76,9.85
12/1/83,164.4,7.09,14.03,101.3,11.83,390.23,16.83,33.3,9.82
1/1/84,166.4,7.12,14.44,101.9,11.67,392.65,16.8,34.07,9.89
2/1/84,157.3,7.15,14.85,102.4,11.84,369.37,16.79,34.87,9.32
3/1/84,157.4,7.18,15.26,102.6,12.32,368.88,16.83,35.76,9.33
4/1/84,157.6,7.22,15.57,103.1,12.63,367.56,16.85,36.32,9.31
5/1/84,156.6,7.27,15.89,103.4,13.41,364.17,16.9,36.94,9.23
6/1/84,153.1,7.31,16.2,103.7,13.56,355,16.95,37.56,9.01
7/1/84,151.1,7.33,16.32,104.1,13.36,349.01,16.94,37.7,8.87
8/1/84,164.4,7.36,16.44,104.5,12.72,378.28,16.93,37.83,9.62
9/1/84,166.1,7.38,16.56,105,12.52,380.37,16.9,37.92,9.69
10/1/84,164.8,7.43,16.59,105.3,12.16,376.32,16.97,37.88,9.6
11/1/84,166.3,7.48,16.61,105.3,11.57,379.74,17.08,37.94,9.69
12/1/84,164.5,7.53,16.64,105.3,11.5,375.63,17.19,38,9.6
1/1/85,171.6,7.57,16.56,105.5,11.38,391.1,17.26,37.74,10.0
2/1/85,180.9,7.62,16.47,106,11.51,410.36,17.28,37.37,10.49
3/1/85,179.4,7.66,16.39,106.4,11.86,405.42,17.31,37.04,10.37
4/1/85,180.6,7.69,16.13,106.9,11.43,406.23,17.29,36.28,10.4
5/1/85,184.9,7.71,15.87,107.3,10.85,414.35,17.29,35.56,10.61
6/1/85,188.9,7.74,15.61,107.6,10.16,422.13,17.3,34.88,10.81
7/1/85,192.5,7.77,15.48,107.8,10.31,429.38,17.34,34.54,11.0
8/1/85,188.3,7.81,15.36,108,10.33,419.23,17.38,34.19,10.74
9/1/85,184.1,7.84,15.23,108.3,10.37,408.75,17.41,33.81,10.47
10/1/85,186.2,7.86,15.02,108.7,10.24,411.89,17.39,33.23,10.55
11/1/85,197.5,7.88,14.82,109,9.78,435.68,17.38,32.69,11.16
12/1/85,207.3,7.9,14.61,109.3,9.26,456.04,17.38,32.14,11.69
1/1/86,208.2,7.94,14.58,109.6,9.19,456.77,17.42,31.99,11.72
2/1/86,219.4,7.98,14.55,109.3,8.7,482.66,17.56,32.01,12.39
3/1/86,232.3,8.02,14.52,108.8,7.78,513.39,17.72,32.09,13.19
4/1/86,238,8.05,14.58,108.6,7.3,526.96,17.82,32.29,13.55
5/1/86,238.5,8.07,14.65,108.9,7.71,526.61,17.83,32.34,13.56
6/1/86,245.3,8.1,14.71,109.5,7.8,538.66,17.79,32.3,13.89
7/1/86,240.2,8.14,14.76,109.5,7.3,527.46,17.88,32.4,13.62
8/1/86,245,8.19,14.8,109.7,7.17,537.02,17.94,32.45,13.89
9/1/86,238.3,8.23,14.85,110.2,7.45,519.96,17.96,32.4,13.47
10/1/86,237.4,8.25,14.73,110.3,7.43,517.53,17.98,32.1,13.43
11/1/86,245.1,8.26,14.6,110.4,7.25,533.83,18,31.81,13.87
12/1/86,248.6,8.28,14.48,110.5,7.11,540.96,18.02,31.51,14.09
1/1/87,264.5,8.3,14.69,111.2,7.08,571.94,17.95,31.76,14.92
2/1/87,280.9,8.32,14.89,111.6,7.25,605.22,17.93,32.09,15.82
3/1/87,292.5,8.34,15.1,112.1,7.25,627.4,17.89,32.39,16.43
4/1/87,289.3,8.4,14.87,112.7,8.02,617.24,17.92,31.73,16.2
5/1/87,289.1,8.46,14.65,113.1,8.61,614.63,17.99,31.14,16.16
6/1/87,301.4,8.52,14.42,113.5,8.4,638.52,18.05,30.55,16.83
7/1/87,310.1,8.57,14.9,113.8,8.45,655.22,18.1,31.48,17.31
8/1/87,329.4,8.61,15.38,114.4,8.76,692.35,18.1,32.33,18.33
9/1/87,318.7,8.66,15.86,115,9.42,666.36,18.11,33.16,17.68
10/1/87,280.2,8.71,16.41,115.3,9.52,584.34,18.16,34.22,15.53
11/1/87,245,8.76,16.95,115.4,8.86,510.49,18.25,35.32,13.59
12/1/87,241,8.81,17.5,115.4,8.99,502.16,18.36,36.46,13.39
1/1/88,250.5,8.86,17.86,115.7,8.67,520.6,18.41,37.12,13.9
2/1/88,258.1,8.9,18.23,116,8.21,535,18.46,37.78,14.3
3/1/88,265.7,8.95,18.59,116.5,8.37,548.39,18.47,38.37,14.67
4/1/88,262.6,9.04,19.62,117.1,8.72,539.22,18.57,40.28,14.43
5/1/88,256.1,9.14,20.64,117.5,9.09,524.08,18.7,42.24,14.03
6/1/88,270.7,9.23,21.67,118,8.92,551.61,18.81,44.16,14.77
7/1/88,269.1,9.31,22.02,118.5,9.06,546.04,18.88,44.69,14.61
8/1/88,263.7,9.38,22.38,119,9.26,532.83,18.96,45.21,14.24
9/1/88,268,9.46,22.73,119.8,8.98,537.9,18.99,45.62,14.37
10/1/88,277.4,9.55,23.07,120.2,8.8,554.92,19.1,46.16,14.81
11/1/88,271,9.64,23.42,120.3,8.96,541.67,19.27,46.8,14.45
12/1/88,276.5,9.75,23.75,120.5,9.11,551.74,19.46,47.39,14.7
1/1/89,285.4,9.81,24.16,121.1,9.09,566.68,19.48,47.97,15.09
2/1/89,294,9.9,24.56,121.6,9.17,581.35,19.57,48.56,15.47
3/1/89,292.7,10.01,24.96,122.3,9.36,575.47,19.68,49.07,15.3
4/1/89,302.3,10.09,25.05,123.1,9.18,590.48,19.7,48.92,15.69
5/1/89,313.9,10.19,25.13,123.8,8.86,609.67,19.8,48.82,16.19
6/1/89,323.7,10.37,25.22,124.1,8.28,627.19,20.09,48.87,16.64
7/1/89,331.9,10.42,24.71,124.4,8.02,641.53,20.15,47.76,17.01
8/1/89,346.6,10.55,24.2,124.6,8.11,668.86,20.35,46.7,17.73
9/1/89,347.3,10.73,23.69,125,8.19,668.07,20.64,45.57,17.71
10/1/89,347.4,10.8,23.43,125.6,8.01,665.07,20.67,44.85,17.64
11/1/89,340.2,10.92,23.16,125.9,7.87,649.73,20.86,44.24,17.24
12/1/89,348.6,11.06,22.87,126.1,7.84,664.72,21.09,43.61,17.65
1/1/90,339.97,11.14,22.49,127.4,8.21,641.65,21.03,42.45,17.05
2/1/90,330.45,11.23,22.08,128,8.47,620.76,21.1,41.48,16.51
3/1/90,338.46,11.32,21.67,128.7,8.59,632.35,21.15,40.49,16.83
4/1/90,338.18,11.44,21.53,128.9,8.79,630.84,21.33,40.17,16.81
5/1/90,350.25,11.55,21.4,129.2,8.76,651.84,21.5,39.82,17.39
6/1/90,360.39,11.66,21.26,129.9,8.48,667.1,21.58,39.35,17.82
7/1/90,360.03,11.73,21.42,130.4,8.47,663.88,21.62,39.5,17.75
8/1/90,330.75,11.78,21.58,131.6,8.75,604.33,21.53,39.43,16.17
9/1/90,315.41,11.83,21.74,132.7,8.89,571.52,21.44,39.39,15.3
10/1/90,307.12,11.93,21.61,133.5,8.72,553.16,21.48,38.92,14.82
11/1/90,315.29,12.01,21.47,133.8,8.39,566.61,21.59,38.59,15.19
12/1/90,328.75,12.09,21.34,133.8,8.08,590.8,21.73,38.35,15.85
1/1/91,325.49,12.11,21.18,134.6,8.09,581.46,21.63,37.84,15.61
2/1/91,362.26,12.11,21.03,134.8,7.85,646.19,21.61,37.51,17.35
3/1/91,372.28,12.11,20.94,135,8.11,663.08,21.57,37.3,17.82
4/1/91,379.68,12.13,20.36,135.2,8.04,675.26,21.57,36.22,18.16
5/1/91,377.99,12.14,19.86,135.6,8.07,670.27,21.53,35.21,18.04
6/1/91,378.29,12.15,19.41,136,8.28,668.83,21.48,34.32,18.02
7/1/91,380.23,12.19,18.84,136.2,8.27,671.27,21.53,33.26,18.1
8/1/91,389.4,12.24,18.33,136.6,7.9,685.45,21.54,32.27,18.51
9/1/91,387.2,12.28,17.82,137.2,7.65,678.59,21.52,31.23,18.36
10/1/91,386.88,12.25,17.2,137.4,7.53,677.04,21.44,30.11,18.35
11/1/91,385.92,12.23,16.59,137.8,7.42,673.4,21.33,28.94,18.29
12/1/91,388.51,12.2,15.97,137.9,7.09,677.43,21.27,27.85,18.44
1/1/92,416.08,12.24,16.05,138.1,7.03,724.45,21.31,27.94,19.77
2/1/92,412.56,12.28,16.12,138.6,7.34,715.73,21.3,27.97,19.58
3/1/92,407.36,12.32,16.19,139.3,7.54,703.16,21.27,27.95,19.28
4/1/92,407.41,12.32,16.48,139.5,7.48,702.24,21.24,28.41,19.3
5/1/92,414.81,12.32,16.77,139.7,7.39,713.97,21.21,28.86,19.66
6/1/92,408.27,12.32,17.05,140.2,7.26,700.21,21.13,29.24,19.32
7/1/92,415.05,12.34,17.38,140.5,6.84,710.32,21.12,29.74,19.62
8/1/92,417.93,12.37,17.71,140.9,6.59,713.21,21.1,30.22,19.72
9/1/92,418.48,12.4,18.04,141.3,6.42,712.13,21.1,30.7,19.71
10/1/92,412.5,12.39,18.39,141.8,6.59,699.48,21,31.18,19.37
11/1/92,422.84,12.38,18.74,142,6.87,716,20.97,31.73,19.83
12/1/92,435.64,12.39,19.09,141.9,6.77,738.2,21,32.35,20.45
1/1/93,435.23,12.41,19.34,142.6,6.6,733.88,20.93,32.61,20.32
2/1/93,441.7,12.45,19.59,143.1,6.26,742.19,20.91,32.92,20.55
3/1/93,450.16,12.48,19.84,143.6,5.98,753.77,20.9,33.22,20.86
4/1/93,443.08,12.49,19.67,144,5.97,739.86,20.86,32.85,20.46
5/1/93,445.25,12.51,19.5,144.2,6.04,742.45,20.85,32.52,20.52
6/1/93,448.06,12.52,19.33,144.4,5.96,746.1,20.85,32.19,20.61
7/1/93,447.29,12.52,19.69,144.4,5.81,744.82,20.85,32.79,20.56
8/1/93,454.13,12.52,20.05,144.8,5.68,754.12,20.79,33.29,20.81
9/1/93,459.24,12.52,20.41,145.1,5.36,761.03,20.75,33.82,20.99
10/1/93,463.9,12.54,20.9,145.7,5.33,765.58,20.7,34.49,21.11
11/1/93,462.89,12.56,21.39,145.8,5.72,763.39,20.71,35.28,21.04
12/1/93,465.95,12.58,21.89,145.8,5.77,768.44,20.75,36.1,21.16
1/1/94,472.99,12.62,22.16,146.2,5.75,777.91,20.76,36.44,21.41
2/1/94,471.58,12.67,22.43,146.7,5.97,772.95,20.76,36.77,21.26
3/1/94,463.81,12.71,22.71,147.2,6.48,757.63,20.76,37.1,20.83
4/1/94,447.23,12.75,23.54,147.4,6.97,729.56,20.8,38.4,20.06
5/1/94,450.9,12.8,24.37,147.5,7.18,735.05,20.86,39.73,20.2
6/1/94,454.83,12.84,25.2,148,7.1,738.95,20.86,40.94,20.29
7/1/94,451.4,12.87,25.91,148.4,7.3,731.4,20.85,41.98,20.07
8/1/94,464.24,12.9,26.62,149,7.24,749.18,20.82,42.96,20.54
9/1/94,466.96,12.92,27.33,149.4,7.46,751.55,20.79,43.99,20.58
10/1/94,463.81,13.01,28.42,149.5,7.74,745.98,20.93,45.71,20.4
11/1/94,461.01,13.1,29.51,149.7,7.96,740.48,21.04,47.4,20.21
12/1/94,455.19,13.17,30.6,149.7,7.81,731.14,21.15,49.15,19.91
1/1/95,465.25,13.18,31.25,150.3,7.78,744.31,21.09,49.99,20.22
